,id,name,genres,followers,popularity
293,1uFb4PH7pLN5NTuf13aF3D,Kenny Ascher,[],69,10
294,4Ht1HigABvctq7wW4D3jAC,Sergio George,[],2190,40
295,3N6WAAPHoIjo6na008793X,Paul Westerberg,"['alternative country', 'alternative rock', 'power pop']",50634,33
296,3ROI4G4WFYcTjjhaJnYk6I,Bart K Hendrickson,[],6,2
297,6hkch2KhRl0tywpeVK5xR5,Jonathan Richman,"['lo-fi', 'protopunk', 'singer-songwriter']",87597,40
298,628cePxcelSsIbrz8CK82z,Edward Ward,[],18,0
299,37l5yG7l2E6o7BZpMp2xda,Mark Russell,[],147,12
300,69lxxQvsfAIoQbB20bEPFC,Philip Glass,"['american contemporary classical', 'classical', 'compositional ambient', 'contemporary classical', 'minimalism']",607563,58
301,5dbuFbrHa1SJlQhQX9OUJ2,Don Henley,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",1544523,60
302,7zPWhKdOZpsBTGSSee5DsM,Guy Farley,"['british soundtrack', 'soundtrack']",4136,45
303,5PqpLXoEsZmvCD4Xzij8NW,James O'brien,[],3,0
304,65acwADcSb42q8wBkIGxNv,Elia Cmiral,['epicore'],639,8
305,6di2gceFdZEKOCtNzIGRyr,Luciano Micheletti,[],87,5
306,7nNT4zGQZUfiugSmCWONP5,Bruce Smeaton,[],23,0
307,0lcnytrjL6feSc9vaN2UzX,Ralph Sall,[],3,0
308,4n4xP2kX3yh9vTbLDDAHZC,Adam Walaciński,[],232,17
309,37uExQe1rKVC0taSuqAVZO,Lawrence Shragge,[],45,0
310,4XDJurjQCnWLlE7KLZCT9x,Samuel Barber,"['american modern classical', 'classical']",122252,50
311,2NECfOtC8yOOhD6J2qeRG4,Peter Martin,[],2722,17
312,3dzZNa1BWmov2BUDXCOouV,Seiichi Yamamoto,['japanese psychedelic rock'],6401,9
313,4JzBPiRKBOG8U0jef4M60l,Geoffrey Oryema,"['afropop', 'world']",42698,38
314,0zdn1nNmOZXHZ9K28FvcFp,Matthew Herbert,['microhouse'],35464,36
315,3rmHfhqEmC3pO89AMSP7Wt,Simon Fisher Turner,['british experimental'],2427,11
316,2eHhj2YwHmrFN7zGaDaVHl,Jung Jae Hyung,[],2107,17
317,30D8WUlChFU1C5gaoth1aT,Ryan Beveridge,[],44,0
318,45F5Ue9KSHAtp7aE85zlsW,Tom Rowlands,[],1787,13
319,1ernhfFxWn8vUKDmj2jxVS,Franco Piersanti,"['deep soundtrack', 'italian soundtrack']",1448,14
320,4F7Q5NV6h5TSwCainz8S5A,Duke Ellington,"['african-american classical', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']",852428,57
321,5lTaBMjp9Hv1bGMt4pT2tr,David Carbonara,[],4479,26
322,0vkpFzbSTmwPuGGnhsblFI,Ajay Gogavale,['marathi traditional'],523554,54
323,2jqTyPt0UZGrthPF4KMpeN,Bappi Lahiri,"['classic bollywood', 'filmi', 'modern bollywood']",2179806,56
324,6OOJlmWt7Wuusrlky0U2la,Stephen Sullivan,['calming instrumental'],449,42
325,5if6qdSkweSBwhdvFfKbcC,Jerry Bock,['broadway'],988,25
326,45NdJU5fGmHLS2uYgzy8Tf,Andreas Otto Grimminger & Werner Laubscher,[],0,0
327,72ktMty33X1LsIzHdRr0U5,Tom Scott,"['jazz funk', 'smooth jazz']",30520,32
328,6fGOMRv76BanaozCp1ekO1,Toshiyuki Honda,"['anime score', 'japanese jazz']",2192,21
329,2LmyJyCF5V1eQyvHgJNbTn,Leonard Bernstein,"['american modern classical', 'classical', 'classical performance', 'early modern classical', 'orchestral performance']",204919,61
330,4ox51NbFTHF8phs7IhgRy5,Zdeněk Liška,[],1096,7
331,25B5Vk9Jqr42w35MQUyv3D,Julius Packiam (Tiger Theme),[],31,41
332,5RGAUCWFZyymaMSAZJeice,Abel Korzeniowski,"['compositional ambient', 'soundtrack']",115666,53
333,42jib4U61S4jhzSKg4v5Bi,Artie Butler,[],58,0
334,2fDNeMnYZn2xsvnEFYWyP7,Will Edwards,[],404,8
335,5MmXZQUGs0eXP5PV79iKrB,Wendy Carlos,"['moog', 'synthesizer']",31258,28
336,1GhPHrq36VKCY3ucVaZCfo,The Chemical Brothers,"['alternative dance', 'big beat', 'breakbeat', 'electronica', 'rave', 'trip hop']",2000525,60
337,45cibAIKFWY7Qvy3W46l9i,Congopunq,[],569,2
338,5qBZETtyzfYnXOobDXbmcD,Danny Elfman,"['orchestral soundtrack', 'soundtrack']",391144,62
339,7xIfi0ePXzLGlYO5lFjnvu,Yuji Ohno,['classic japanese jazz'],32430,41
340,4WoGga7UeRcmjD4ufif4nG,Tommy Dorsey,"['adult standards', 'big band', 'dixieland', 'jazz trombone', 'swing', 'tin pan alley', 'vintage jazz']",123050,48
341,56Tf7qEAJUNvUpNarnBlBE,Paweł Mykietyn,"['21st century classical', 'polish contemporary classical']",1084,10
342,2EM2EGYBrMa52ABtAKn5dv,David Poe,[],1382,5
343,2rO9L8VYkT25Ira3hCRw9d,Adam Schlesinger,[],1386,13
344,6PAt558ZEZl0DmdXlnjMgD,Eric Clapton,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",5648471,69
345,2l8NfsHSrQV6cwfJrGqqDm,Bruce Broughton,"['classic soundtrack', 'soundtrack']",5260,44
346,23P8kVBVyDkO8s6sn1QDre,Michael Lington,"['smooth jazz', 'smooth saxophone']",29737,39
347,7l4LQfvN4yz8zbK4WY0AAg,Laibach,"['balkan post-punk', 'ebm', 'industrial', 'industrial metal', 'industrial rock', 'martial industrial', 'neofolk', 'slovenian indie', 'slovenian rock']",86823,35
348,3KHnnlUcd9kJjW9GUe0CxK,Paul Brill,[],301,2
349,5qtybJzm3AeeHlABbAaqTC,Krishna Levy,['french soundtrack'],454,6
350,120BYkgpfaNSEGDZIe7Ayq,Georgia Hubley,[],35,0
351,0g7gHEXKEHU4snTwOZSxNO,Nigel Godrich,[],5025,29
352,73ITRDqlSE4huQlrKuqrBU,Lou Barlow,"['gbvfi', 'lo-fi']",21129,22
353,4UGoqrmNHDJ166XD6DtZni,John Murphy,['soundtrack'],57860,45
354,0cr1hvbhQzGQ9qFWaQKsyO,Martin Davich,[],180,3
355,33Jk7uAkaZognE8ooe4ITS,Jeff McIlwain,[],209,2
356,116q29ZQdtwlvpjaNoLlNT,Parmer Fuller,[],16,0
357,21ysNsPzHdqYN2fQ75ZswG,Ted Nugent,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'rock', 'southern rock']",1158496,51
358,6ajp0mepNWwjGZ9ivlqqaT,Jan A.P. Kaczmarek,['soundtrack'],24676,46
359,0sqfioVq0W7KyfszjuiDMu,Peter Buck,[],1354,19
360,2oX42qP5ineK3hrhBECLmj,Andy Grammer,"['neo mellow', 'post-teen pop', 'viral pop']",1186953,65
361,3QWZXzL4WLeTO2TYLEJLZJ,Norihito Sumitomo,['anime score'],941,7
362,0VxdrI62UtWezqGNnbprkt,Bengt Palmers,[],1268,18
363,4na0qp0OdQpQSChmpDM1L5,Ehsaan Noorani,[],382,28
364,5S0AJvE9NB1kGrXRfYh690,Daniel Lanois,"['ambient country', 'canadian americana', 'melancholia', 'pastoral']",59870,46
365,3pUWmkSef9vJOPDViYGZ5L,Tonino Baliardo,['flamenco guitar'],2214,51
366,2I70Kyiy6kcoBNpIsHBgOK,Michael Hoenig,['berlin school'],2318,12
367,0K5xdhXrFkk89vbXajTnp0,Gary Stockdale,[],18,1
368,7zejo99XCAwPzycPCCaoM8,Michael Nyman Band,"['compositional ambient', 'modern performance']",10801,27
369,1uVa8ZU3aBYmlWANE2XCwu,Wajid Khan,[],498,36
370,32ejcIBfk6cbs473H0LlBE,Rune RK,"['dakke dak', 'danish electronic']",15262,38
371,1peoHkx4wz3wd82JCss1Ry,Ken Lauber,[],34,1
372,5sXaGoRLSpd7VeyZrLkKwt,Gregory Alan Isakov,"['indie folk', 'pop folk', 'stomp and flutter', 'stomp and holler']",836106,68
373,0WRslDBl38cBHUzzbjSsg1,Olivier Bernet,['french soundtrack'],602,1
374,1Dg1IRA6XnQERjHZLAnLFX,Michael Boyd,[],76,1
375,7EqblkfPsSQ9oLEq3AygOF,Winston Raval,[],18,0
376,0IA38jACu3c1SNAJ7Aeu4t,Britta Phillips,[],5917,26
377,3EFzYPEP2mCQoqcLjoWwK1,Terje Rypdal,"['ecm-style jazz', 'jazz guitar', 'norwegian experimental', 'norwegian jazz']",23430,29
378,3H3k30CRjzJW6Pbv8NkpWh,Juan Bardem Aguado,['latin soundtrack'],10,0
379,1BfgVctke9PP5LJDIWrUxC,Harold Payne,[],151,1
380,5PqHPnGLwNsT0rY8AWRdtp,Joanna Bruzdowicz,['polish contemporary classical'],153,1
381,1wRPtKGflJrBx9BmLsSwlU,Pritam,"['filmi', 'indian instrumental', 'modern bollywood']",24747381,86
382,2dqtBtTSq5NdsycqQlKvVN,Oliver Lieb,"['classic progressive house', 'frankfurt electronic']",4634,16
383,0BuG1y8Ufvl2Jr67VqnUHR,Johnny Njo,[],13,0
384,4ChqhbX2zIPRYbtY8RdOW0,Gillo Pontecorvo,[],1,0
385,34J5kKR5szbJ5fGK7f8HCU,jung jaeil,[],23396,34
386,5aqE795paPznRZhiE5XXpT,DJ Spank,['slovak hip hop'],380,9
387,1YtTF1pj1ZFufjkP0BEfWE,Tom Tykwer,"['german soundtrack', 'soundtrack']",10085,43
388,65LorxFqMkKcV9rr1LQG4U,Joseph Vitarelli,['deep soundtrack'],265,9
389,0Grvl7417KS5fGPzZHYBn9,Daniel Licht,['video game music'],14407,40
390,08vJqV1ugN4Fg7Cf6PcaeN,Mark Oliver Everett,[],6,0
391,0360rTDeUjEyBXaz2Ki00a,Paul Leonard-Morgan,"['british soundtrack', 'soundtrack', 'video game music']",13433,45
392,1nDqTUspmq8IXhcEZT93iq,Lee Ritenour,"['jazz funk', 'jazz fusion', 'jazz guitar', 'smooth jazz', 'yacht rock']",163423,44
393,2LXeJdQVcFkhkWydphLI74,Liz Phair,"['alternative pop', 'alternative rock', 'candy pop', 'ectofolk', 'lilith', 'new wave pop', 'permanent wave', 'singer-songwriter']",174875,46
394,1v0IyIs34sj27aPsem4D8J,David Spear,[],31,1
395,1n55BzpMYv8IRkyM1UZXMY,Meredith Willson,['american modern classical'],956,24
396,6csui1RFD6Et2RCzMycQdP,Romaric Laurence,['french soundtrack'],381,18
397,7fhh9osgiRGbaGzs5BZ5Bo,Guy Gross,['oceania soundtrack'],109,2
398,5aYiB3Z9ikuCHIFZHXfPVI,Khaled Hammad,['arabic instrumental'],5929,26
399,4N5FsGr3iR7PHIyP8lVsKp,David Long,['oceania soundtrack'],203,21
400,2CezRESI2jM9CmGkeFNriB,Peer Astrom,[],77,16
401,7KnbTCGh79fMEkm2DPK9IM,René-Marc Bini,[],154,5
402,3DvVvLsibtGKA5MVcp0nXd,Alex Pauk,[],10,1
403,0a4PNW8IdJVvAB8Y4d4cjb,Brian Gascoigne,[],83,13
404,0GACJHqDEFhYAqPM5aU7FP,David Robbins,[],79,0
405,5PNuwCJPdB1Av8m2OB46gD,Jessica Fogle,[],19,1
406,0dX2mw0OMBBZkM5t9acYNG,Antler sisters(Da Hyun Kim&Eui Young Kim&Won jung Ryu&Jin Dalrae&Ji Yoon Hong),[],73,1
407,3TV7tssuSl8x7ARqsTvIyM,Chaz Jankel,[],5575,23
408,7rDHusYGKfhI7ZNIGeUibU,José Padilla,['chill lounge'],27492,35
409,1JfH8gevkDviqs50A5NO0L,Chuck D,"['conscious hip hop', 'east coast hip hop', 'old school hip hop']",21707,34
410,3gMaNLQm7D9MornNILzdSl,Lionel Richie,"['disco', 'soft rock']",3362264,68
411,0ImFtJhveZbOfutfDjVBR3,John Van Tongeren,[],213,9
412,1KIKn2xA1mgC7uJTcS1hEU,Loy Mendonsa,['modern bollywood'],6356,55
413,1GkiKu2FJFSBrXSL8wKFzy,Jerry Harrison,['rock keyboard'],3562,33
414,30lo1LmtP0U9HS7a6fJyNJ,Dmitri Golovko,[],102,5
415,1FMXF1g4Fz2MWDTogFj9EC,Christopher Young,['soundtrack'],14206,31
416,4uo2IxaGHatvKyDHchy3Ss,David Schommer,[],40,1
417,5fSMtyFgoUVmF9t90hgn9E,Pierre Adenot,[],1039,14
418,1W42coQfIlt6btgqpfJWYQ,Patrick Doyle,"['british soundtrack', 'orchestral soundtrack', 'soundtrack']",82577,55
419,0AOlX0H3LdVzN3JvuMPjem,Andrew Hollander,[],207,16
420,0hW1muryuCdZLfjoLrUhnw,Yoon Jong Shin,['korean pop'],66968,39
421,568DtIl4SMK3mlvuDrPARS,Gaylord Carter,[],202,18
422,3pO5VjZ4wOHCMBXOvbMISG,Antônio Carlos Jobim,"['bossa nova', 'brazilian classical', 'brazilian jazz', 'latin classical', 'mpb', 'violao']",666630,66
423,7oTkfyZOcKQuCUFnSVLB3j,Eddie And The Getaway,['modern country pop'],44250,43
424,6R588DE6aAxsOeEDs2gBn9,Robert J Walsh,[],491,16
425,699OTQXzgjhIYAHMy9RyPD,Playboi Carti,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']",9460540,83
426,1VvaCj4ONkHO0so7tYG0Nm,Mila Drumke,[],77,0
427,5RWq9Ntv2Th0jhmfxRbNX9,Guy Zerafa,[],33,0
428,3Eeb1U0VJTDaFpBHV4DmHl,Angelo Badalamenti,"['dark jazz', 'soundtrack']",111741,43
429,7aOT0TgD7NSWlHMKHhoA6X,Berndt Egerbladh,"['hammond organ', 'spiritual jazz']",212,3
430,50zRydJXfkLzGIOj9mITfy,Jan Hammer,['jazz fusion'],52761,44
431,5FXMkwsloHI5c05GIkWpuK,Kadim Al Sahir,"['arab pop', 'khaleeji iraqi']",955589,43
432,3GMoVpWJy4smKuxFuFTwXC,Roger,"['funk', 'new jack swing', 'p funk', 'post-disco', 'quiet storm']",165268,62
433,0MSPoX1OhVlHE6FFHk4x0u,J Bateman,[],160,9
434,0havfeAeChSqpSggNGyysW,Antony Genn,[],2434,30
435,4eo7PD1XBcDdceWaVH6f4w,Danny Saber,[],415,23
436,4MwdMGy9i5xGGomSrqAhdV,Gerald V. Casale,[],32,1
437,4ob0zvhtjnDSOVvz1jCsbi,Peter Salett,[],995,14
438,6MWr1SmTaCU5BJzOZxwJEw,Larry Fleet,['modern country pop'],107339,57
439,3UyA1zk8dKXzyPkeJ4SjuQ,Jerry Lambert,[],130,6
440,6etQVH9clu5qqgKUBy3HVi,Marco Antônio Guimarães,['brazilian classical'],880,12
441,7bJmCVUernYHCPntg4rUz9,Les Reed,[],6,17
442,2pElTJJ5D3ziEPyvZsW5eF,Fernando Velázquez,"['latin soundtrack', 'soundtrack']",14845,52
443,0ZD2zGtcy34zv78klk1kkO,Enrica Fico Antonioni,[],0,0
444,5wQTqhv3IvTqFSkSbVIodM,Bonnie Rasmussen,[],3,0
445,5l2EAkfckNPYZbEDbQtEkO,Pete Yorn,['new jersey indie'],86970,41
446,5DlBFdNML0JLfsyOI38VAk,Choi Seung-hyun,['korean soundtrack'],482,5
447,1Z8O4oak7dssF0X1ybKE2A,Mark Orton,[],4266,32
448,1PxmqA0iyGkSZtgHOJlB2l,Shinji Miyazaki,[],203,4
449,2nv8pUrGHqpVzYvQCyiKjk,David Rose,"['easy listening', 'space age pop']",2260,35
450,1W5QZ60EiGuGYcMGjCDdaN,麥振鴻,"['chinese drama ost', 'chinese soundtrack']",5134,21
451,5fbBgBoftLiJCdDh328McN,Christian Maire,[],227,10
452,070XD1G6BHX4lJBc5mQ26g,Mark Peskanov,[],11,1
453,17hR0sYHpx7VYTMRfFUOmY,Maurice Ravel,"['classical', 'impressionism', 'neoclassicism', 'post-romantic era']",484602,58
454,7D0Z4v15A60Vou0vgYzCjX,Emil Newman,[],26,0
455,1NCrHXp9R3ogv8ezWWHFNs,Jean-Louis Aubert,"['chanson', 'french pop', 'french rock']",255625,44
456,1hCkSJcXREhrodeIHQdav8,Ramin Djawadi,"['german soundtrack', 'orchestral soundtrack', 'scorecore', 'soundtrack']",601242,65
457,6vxzsE8bgdSv0QM4WPIuiE,Michael Convertino,[],552,3
458,3vT3vK5cuBWPPnaIIZRyds,Colin Stough,[],41801,41
459,4Siyzg8kWayQfPQsPSl6JI,Shermanology,['dutch house'],41461,53
460,7yImY5SMGKlo2Qx2ciyUoH,周防義和,[],59,0
461,56wq90k9PURlCuevWwxtXZ,FM Le Sieur,[],96,1
462,3dRfiJ2650SZu6GbydcHNb,John Williams,"['orchestral soundtrack', 'soundtrack']",1319316,77
463,2e7myQwGa7Vyp7sss8brVC,Alfred Newman,['classic soundtrack'],6101,31
464,526q7RxT5KA1VGeQ5GMSHO,Craig Armstrong,"['british soundtrack', 'orchestral soundtrack', 'soundtrack']",80790,59
465,5KhxNyOhS1yQ6afBu4qbjs,Jeff Alexander,[],2350,25
466,0pg0Zm8FsGAYy5kdHuBnSo,salvia palth,"['countrygaze', 'lo-fi emo', 'lo-fi indie', 'pov: indie', 'slowcore', 'small room']",869983,67
467,2dtCpawBj506evNIcj9a8M,Manuel Alejandro,[],1595,16
468,2XhamK4dEyHj33p3tq0Djp,Bruno Zambrini,['italian soundtrack'],202,15
469,4iWhNsrVtNbSK8EDeGfLum,Roger Edens,[],9,1
470,18ouJo7j7egCFOsRdCTcUk,John Cameron,['library music'],7800,30
471,724YlnEzfIBXRWSmT1ur6W,Christopher Franke,['berlin school'],2999,16
472,3CneYb5exy4KOtvCCrozDD,Kristen Anderson-Lopez,['movie tunes'],13924,46
473,6MiHGe7QESOe1tQrWPP0Po,Philippe Rombi,['french soundtrack'],6377,39
474,3yn8Rsrzmf05bVkrQtl420,Dejan Sparavalo,[],618,24
475,3yTRmO175hnQI9QwOiYCM9,"Not Drowning, Waving",['australian alternative rock'],2494,10
476,7MjAvyL4sRQO6DkEojfTDG,Tim Steiner,[],11,2
477,0hxQtmgWiPtEsDPeIuKxXq,John Carpenter,['horror synth'],130268,50
478,4Do9oNUGTHFkYbrTvOBfCk,Stephen Barton,"['british soundtrack', 'video game music']",11976,40
479,5Uvn1P3OFu268QovsUAnDu,Madan Mohan,"['classic bollywood', 'filmi', 'indian instrumental', 'modern bollywood']",1834251,57
480,1orYvSnckUbc1jCwgeJ7cW,Patrick Cassidy,[],6322,34
481,0ObFwq8w8SfMs0xQqafq6y,Elliot Goldenthal,['soundtrack'],14889,35
482,3PS2BjRuRMXtTo8mYEwopk,Wolfgang Neumann,[],39,5
483,1sjw4xq2pAWy5Vdgba5QAt,HENRY,['k-pop'],511598,53
484,37XZZRAhodZTxPq9IXe4gF,Magnus Jarlbo,[],33,1
485,4GmxQ2NHV9KlKJ5iJOEmUG,Peter Best,['oceania soundtrack'],533,23
486,7qTSoObqlJkIybERfumbQ9,Brian Johnson,"['ccm', 'deep ccm', 'world worship', 'worship']",59887,47
487,4jF9GaNGCGBeu2nKqFZ1K0,Basil Poledouris,"['classic soundtrack', 'soundtrack']",40948,37
488,109FvbnDVNag1UcJDVpFlr,Brian Tyler,"['orchestral soundtrack', 'scorecore', 'soundtrack']",170097,55
489,2FDsdMev4pzIXwoJGXi9zf,Gaëtan Roussel,"['chanson', 'french pop', 'french rock', 'nouvelle chanson francaise']",131576,53
490,4r6DXcqtllstKwEx3ndKMj,Danny Kaye,"['adult standards', 'comic', 'lounge', 'swing', 'tin pan alley']",42955,47
491,0siCFr3LMRwI3Svy2gekUj,Daniel Joseph Baker,[],52,0
492,0BiPWTuRSneWIrAnue7BVZ,Ronald Stein,['classic soundtrack'],304,5
493,6Y7Z4ntL9vZKD5nu0Gow6i,Joachim Holbek,['nordic soundtrack'],212,3
494,3TUp5yehsHhdPIZN7DjAA2,Giorgio Calabrese,[],26,14
495,3f626JSVauIhTQgatsFcs4,Paul Williams,[],19902,48
496,70WJxADjH3u0WEDOhjdpfn,Charles Gross,[],322,12
497,6JdSgJNw3FwvG27FYSw6Z3,Nick Bicat,[],49,0
498,2MehGNUhZweLVKrxjDpfVa,Don MacDonald,['canadian soundtrack'],466,13
499,3PpjqSKBer3obW6lDflOBx,Ram Sampath,"['filmi', 'modern bollywood']",419391,46
500,62YrFTNsvk3gn85GHiUSDT,Murray Grindlay,[],29,0
501,4BuHGiGgKtUUHqthu6Ze5x,Sam Rivera,[],38679,44
502,5LAFSMKY4RMw192jHeaBRi,Johnny Lee Schell,[],54,6
503,7krLA5PivFoG56wnlFHJRy,Jane Antonia Cornish,"['21st century classical', 'spectra']",2766,23
504,3BM6jep0XGjL04M443AupH,Bennie Wallace,['jazz saxophone'],537,2
505,5R5eccQc8EF4ROO0HNRW9m,Bruce Rowland,"['australian classical', 'oceania soundtrack']",1162,27
506,03SZmfKAgYRQKUwy0EoJUa,Roop Kumar Rathod,"['filmi', 'modern bollywood', 'sufi']",4058648,63
507,50AUL69nMKHvAFs20YXGqb,Michal Leah,[],86056,49
508,0uxYECT7XqHNccQAg5Uhe4,Nico Valdi,[],28240,63
509,58pYMy9auZBeLfxVCHrBPm,宮内國郎,[],963,13
510,3J8wY38gX35pp2soOa4vje,Richard Harvey,"['british soundtrack', 'library music']",2123,45
511,0crBjY3SvC4WJF8PiSIr7Q,Juniior VR,[],5,48
512,5tYHIUOTcoDw6xMUkLEtzv,Kim Hyunshik,['classic korean pop'],21028,27
513,0SXuyE84W7LndOe9vCXNzQ,Matthew McCauley,['canadian soundtrack'],72,2
514,0L8gNE8U7v7YvefZenVKo5,Robert Pollard,"['dayton indie', 'gbvfi', 'lo-fi']",12089,23
515,58i51dNRVZ7FXCUCTb2QCy,김윤진 Kim Yun Jin & 정용환 Jeong Yong Hwan,[],59,1
516,6iMmyEYYV8tlChqpxZVEpi,David Jackson,[],254,5
517,3OZIN9AM9oMdxB91lgXbRW,Edward Plumb,[],46,0
518,1ueuyfjQwbrGd2xWbvQUtw,Anand Chitragupta Shrivastava,[],3,23
519,1v2u8Yp5Zavsf2hzFiU1BW,Erika Lane,[],6065,0
520,7gWXZhxHMBzwaBWqGVLDkL,Freddy Sheinfeld,[],87,9
521,0wu8tyvMCOGjBM72P3zd9w,Irving Aaronson and His Commanders,"['british dance band', 'dixieland', 'vaudeville', 'vintage jazz']",1198,19
522,3OOSArOafjUZUj4zBU0Qob,遠藤 幹雄,[],51,0
523,20cvjsHAmbSEq3JLXUtZ7I,Alex Wilkinson,[],1,0
524,0bzGPa4FNUKVo6CE78yFXW,Glenn Gregory,[],237,9
525,7Cje7zdZarNyWwQnD8qd4f,Ugurcan Sezen,[],45,0
526,0m2Wc2gfNUWaAuBK7URPIJ,Bono,[],52619,50
527,3ApC3GZFn1VELA00hwZGmL,Eibell,['sped up'],6512,53
528,7HGFXtBhRq3g1Ma3nH4Rgv,Mulatu Astatke,"['afrobeat', 'afropop', 'ethio-jazz', 'world']",218804,50
529,2S9W9aSAd7e5mp8WqWxN2h,Hilary Duff,"['dance pop', 'pop', 'post-teen pop']",2349798,53
530,6ANvDphTY009LMlDUHPX40,Peter Golub,[],79,5
531,2sy2OHRJWSjjDUjQd9coa7,Mario Nascimbene,['classic soundtrack'],818,10
532,63NXL9k1RkJYcQ5MkUETLL,Schoolly D,"['east coast hip hop', 'gangster rap', 'golden age hip hop', 'old school hip hop', 'philly rap']",86207,24
533,127eTKgVPJt8aUaAw2rT5V,Carl Thiel,[],313,17
534,2bfbmTwhDO3t29PsoVR3Gw,Philip Sainton,['classic soundtrack'],158,1
535,59ja3fC843WipnmuoeeyX1,Craig Maher,[],11,0
536,3tmeoksGnBhcofToOsujYi,Gary Scott,[],5,0
537,6RFXuUQK6gU1yN5afzWqp6,Jin Myeong Yong,[],4,17
538,7B4mAVccsmBF5A4bHmQ1IT,Kenny Vance and the Planotones,[],2885,22
539,4QZn2oYlX4kZTsq109DEHg,Louis Barron,[],158,2
540,17ERbf8vZ6AqvPLcpigAql,Tommy Waititi,['waiata mo tamariki'],151,7
541,2eGqHNjJjaFoyQn37bl0qG,Michael Krassner,[],39,0
542,0VcmfHRYj9oStsXFwbLpim,Stephen Endelman,['british soundtrack'],317,6
543,21VOqis8anMJTRx6GqI13b,Melrose Avenue,[],37470,39
544,0tNQKEslmbhvM4jCIzCL9Y,Shusei Murai,[],42,0
545,5KU0aKZM0bYsCsGDGiFoJX,Samuel Narboni,[],6,0
546,1LiH79EXzcaMRJGoj45Iyw,Gingger Shankar,['bow pop'],740,5
547,3gQyAckuWyiohxcSdCtc3l,Willy Schmidt-Gentner,[],9,0
548,4JX9jAIfnzPX7GqqaOwHxn,Kim Jun Seok,['korean soundtrack'],7267,27
549,2aRc20jIhrOWFTjAzHTuqD,Sylvester LeVay,['german show tunes'],1171,30
550,2PeqTZKroEc2oDwTfmB2al,The Angels,['australian rock'],163674,47
551,6hpDlOvqsnIxrPegGTWVY1,Shantanu Moitra,"['filmi', 'modern bollywood']",573313,39
552,5gpYqi0ZAMI9tMHZW6tI6N,James Bennett,['newcastle nsw indie'],2278,12
553,5T2I75UlGBcWd5nVyfmL13,Mika Singh,"['filmi', 'modern bollywood']",9297859,63
554,2u209h4tWmBO8aYMEbxlQu,Zafer Tawil,[],4,0
555,7HCqGPJcQTyGJ2yqntbuyr,Amit Trivedi,"['filmi', 'modern bollywood']",8546303,66
556,2Mb2r4DNnftQX8Am2k2rW1,Mark Ambrosino,[],0,1
557,0VgGqJrGH2rwoWsR4XgJX5,Francis Haines,[],4,0
558,4ddg7PH5OuSossiSBWgueu,Akhenaton,"['french hip hop', 'old school rap francais', 'rap conscient', 'rap marseille']",216145,47
559,1cqB0cMBR5OooKEEhRbWpl,Joe Kraemer,['soundtrack'],2241,28
560,0fTp9FvQOAKq2RIkDY81yC,Cynthia Millar,['laboratorio'],52,3
561,0RkqytrwoGyXGvDiZwT6i2,Michael Andrews,['soundtrack'],33697,50
562,4IJ5HcMgqAAIkcUJ57zllM,Normand Corbeil,['canadian soundtrack'],918,6
563,3oSDwkoxvCDQLcPYebh8R7,Mundell Lowe,['jazz guitar'],1431,10
564,65onmPp8g6jmO50J41Es4a,Walter Goehr,['historic orchestral performance'],104,9
565,6jU2Tt13MmXYk0ZBv1KmfO,Giorgio Moroder,['disco'],238946,50
566,4acxfA3DFe4qwMuskdtmXr,Paul McCollough,['horror synth'],382,8
567,2M4eNCvV3CJUswavkhAQg2,James Newton Howard,"['orchestral soundtrack', 'soundtrack']",336371,64
568,0UStb4xgA1UNiPhJPerb06,Cucco Peña,[],8,16
569,1TSaRMwZ6H23jKCe2MWxKs,Richard Wells,[],533,16
570,5rTSrGxGb29AiNRh0omvKS,Julian Nott,[],807,24
571,28Bn2PxtmXD8UbBSM968Fp,Bertrand Chamayou,"['classical piano', 'french classical piano']",8089,52
572,0mCdmt2O8dd8jJWv7m24EE,David Arnold,"['british soundtrack', 'soundtrack']",35942,52
573,5P2wOU9S4zCe8NvEqch0BA,Dan Levy,"['canadian comedy', 'deep comedy', 'new comedy']",2159,19
574,4qPGYP4o625eD5qU6EtCL3,Andy Roberts,[],254,1
575,3KYmuNv82MmqEAvEsxI0K4,Rebecca Rodriguez,[],20,4
576,2fHVBtpgSSQX9kQfgsGfWL,Paul Misraki,['french soundtrack'],1094,18
577,4Siyzg8kWayQfPQsPSl6JI,Shermanology,['dutch house'],41461,53
578,26WQwAYoinO6Cda6Gwy7yR,Rachel Elkind,[],392,26
579,526q7RxT5KA1VGeQ5GMSHO,Craig Armstrong,"['british soundtrack', 'orchestral soundtrack', 'soundtrack']",80790,59
580,2SAOJkscpt6lG9tjWdrauo,Víctor Reyes,['latin soundtrack'],1553,33
581,3rMSASKVgXhmsGESGCW8ks,David E. Russo,[],77,0
